AQC00914000       21392R
USC00387687        5170Q
USC00387722        4407C
USC00387885        4799R
USC00388188        4841S
USC00388405        4973R
USC00388426        5295R
USC00388440        4693S
USC00388472        6345Q
USC00388706        5495R
USC00388786        4651R
USC00388887        5781S
USC00388922        4725R
USC00388951        4575R
USC00388979        3829R
USC00389039        4531R
USC00389122        4666R
USC00389327        4387S
USC00389350        4303S
USC00389469        5153R
USC00389625        4620Q
USC00390043        2383S
USC00390120        2370Q
USC00390128        2485S
USC00390236        1767R
USC00390281        2689R
USC00390296        2494R
USC00390306        1897Q
USC00390350        2156R
USC00390422        2674Q
USC00390553        2319Q
USC00390554        2197Q
USC00390559        1781R
USC00390565        1445R
USC00390662        2411R
USC00390701        1766R
USC00390760        1980R
USC00391032        2774Q
USC00391043        2370Q
USC00391049        2314R
USC00391052        2307Q
USC00391076        2431R
USC00391102        2591S
USC00391124        1930R
USC00391294        1458S
USC00391392        2591R
USC00391474        2841Q
USC00391519        2511R
USC00391539        2016R
USC00391579        2640S
USC00391621        2339S
USC00391634        2783R
USC00391636        2775Q
USC00391739        2379S
USC00391777        2687R
USC00391851        2807S
USC00391873        2223S
USC00391884        2229Q
USC00391917        2303R
USC00391972        1701S
USC00392087        1965R
USC00392207        2975R
USC00392209        2927Q
USC00392231        2086R
USC00392302        2597R
USC00392371        2332Q
USC00392429        1826S
USC00392446        1846R
USC00392468        1902S
USC00392557        1633S
USC00392565        1772Q
USC00392636        2147Q
USC00392647        1783S
USC00392797        1974R
USC00392822        2484Q
USC00392852        1820S
USC00392927        2183S
USC00392984        2701S
USC00393029        2364R
USC00393069        2112S
USC00393076        1730S
USC00393217        2171R
USC00393294        1977R
USC00393302        1929Q
USC00393316        1818Q
USC00393452        2667R
USC00393456        2311Q
USC00393560        1563S
USC00393574        2070R
USC00393608        1850R
USC00393681        2438Q
USC00393764        1938Q
USC00393775        1636S
USC00393838        1978R
USC00393868        2092S
USC00393945        1707Q
USC00394007        1767S
USC00394037        2654R
USC00394184        1850R
USC00394206        2004S
USC00394254        2280S
USC00394268        1852Q
USC00394271        1835Q
USC00394343        1915R
USC00394490        1788Q
USC00394516        1963S
USC00394596        1896S
USC00394671        1694Q
USC00394766        1987R
USC00394834        3048S
USC00394864        1786R
USC00394891        2051R
USC00394893        2244Q
USC00394956        1627Q
USC00394960        1582R
USC00394983        1987R
USC00395048        1559R
USC00395058        2636R
USC00395090        2580R
USC00395228        2647S
USC00395281        1954R
USC00395285        2000R
USC00395325        1847R
USC00395360        2701Q
USC00395381        1659S
USC00395406        1804R
USC00395456        2248R
USC00395481        2426S
USC00395536        2398R
USC00395544        2038S
USC00395561        2113R
USC00395567        2325Q
USC00395620        2047S
USC00395638        2140S
USC00395648        1749Q
USC00395669        2591Q
USC00395671        2503R
USC00395691        1628R
USC00395733        2727R
USC00395738        2674Q
USC00395870        2153S
USC00395891        2038R
USC00396054        1586R
USC00396170        1554R
USC00396212        1693S
USC00396227        1933Q
USC00396282        1961R
USC00396292        2065S
USC00396304        1717R
USC00396335        2157S
USC00396427        2031S
USC00396574        2416R
USC00396636        1606R
USC00396669        2426S
USC00396712        1752S
USC00396736        1853R
USC00396907        1570R
USC00396947        1835R
USC00396948        1979R
USC00396969        2410Q
USC00397007        2175S
USC00397052        2183R
USC00397062        1538S
USC00397073        1820R
USC00397103        2138Q
USC00397277        2114R
USC00397326        2389Q
USC00397418        1984R
USC00397545        1829S
USC00397551        2083Q
USC00397569        1745Q
USC00397742        2457R
USC00397882        2188R
USC00397992        2059R
USC00398074        2198Q
USC00398116        2519R
USC00398307        1843S
USC00398420        2277Q
USC00398472        2531S
USC00398622        2763R
USC00398652        2442R
USC00398767        2621S
USC00398911        1706R
USC00398930        2448Q
USC00398980        2244S
USC00399004        2511R
USC00399042        2598R
USC00399064        2250R
USC00399070        2537S
USC00399077        2250R
USC00399138        2192Q
USC00399337        2384S
USC00399347        1965R
USC00399367        2393S
USC00399442        2023R
USC00399537        1570R
USC00400049        5341Q
USC00400081        5544S
USC00400137        5598S
USC00400284        5563S
USC00400669        5279R
USC00400705        5471R
USC00400876        5437S
USC00401039        5267Q
USC00401145        5411S
USC00401310        5399Q
USC00401352        5358Q
USC00401480        5141R
USC00401561        5350Q
USC00401587        5224R
USC00401663        5028R
USC00401720        5569Q
USC00401790        5099S
USC00401795        5233Q
USC00401808        5383S
USC00401887        5769Q
USC00401950        5500R
USC00401957        5544R
USC00402009        5599S
USC00402108        5396S
USC00402202        5895S
USC00402360        5551S
USC00402388        5391R
USC00402489        5418R
USC00402589        5269R
USC00402600        5319S
USC00402806        4510R
USC00402934        4485S
USC00402989        5393Q
USC00403040        5561Q
USC00403074        5555R
USC00403280        5288S
USC00403370        5600R
USC00403420        5528R
USC00403447        5540Q
USC00403465        5207Q
USC00403636        5343Q
USC00403679        4275S
USC00403938        5317Q
USC00404033        5848Q
USC00404223        5639Q
USC00404417        5294S
USC00404561        5415S
USC00404567        5797Q
USC00404568        5357Q
USC00404590        5563S
USC00404613        4575R
USC00404771        5418Q
USC00404858        4305S
USC00404871        5329S
USC00404876        5009R
USC00404946        5193S
USC00405035        5365Q
USC00405040        5398R
USC00405085        5857Q
USC00405089        5986R
USC00405108        5282R
USC00405118        5122S
USC00405158        5121R
USC00405187        5484S
USC00405210        5114R
USC00405214        5410Q
USC00405278        5570R
USC00405327        5476Q
USC00405332        5071R
USC00405358        5569Q
USC00405431        5482Q
USC00405525        5601R
USC00405595        5633Q
USC00405681        5281S
USC00405882        5095S
USC00405956        5489R
USC00406012        5387R
USC00406162        6272S
USC00406170        5993S
USC00406180        5294Q
USC00406271        4485R
USC00406272        4429R
USC00406292        4626R
USC00406308        5575Q
USC00406328        7349Q
USC00406340        5975R
USC00406371        5341S
USC00406374        5270Q
USC00406403        4785R
USC00406435        5520S
USC00406471        5627R
USC00406493        5100S
USC00406534        4418S
USC00406619        5414R
USC00406803        4715S
USC00406806        5233R
USC00406829        5390R
USC00406861        4857R
USC00406977        5360R
USC00407015        5580Q
USC00407184        5285S
USC00407359        5294R
USC00407369        5003Q
USC00407459        5612S
USC00407710        5300R
USC00407834        5816S
USC00407884        4470R
USC00408065        5177Q
USC00408108        5816R
USC00408160        5765S
USC00408179        4508R
USC00408184        5755Q
USC00408242        5999Q
USC00408246        5628R
USC00408405        5410S
USC00408414        5436Q
USC00408445        5886R
USC00408450        5471Q
USC00408522        5416R
USC00408540        5703Q
USC00408562        5058S
USC00408609        5621R
USC00408868        5073S
USC00408886        5510Q
USC00408916        5341Q
USC00408953        5428Q
USC00409065        5588Q
USC00409155        5859S
USC00409219        5198S
USC00409431        5306Q
USC00409434        5744Q
USC00409481        5137Q
USC00409492        5445R
USC00409502        5932R
USC00409691        5742Q
USC00409800        5290R
USC00409866        5510S
USC00410012        2079R
USC00410013        2715Q
USC00410025        2288R
USC00410040        2270R
USC00410071        1945Q
USC00410120        2836R
USC00410129        3601R
USC00410157        2649Q
USC00410174        1700R
USC00410190        4701S
USC00410202        3728R
USC00410204        5350R
USC00410206        3683Q
USC00410225        1881S
USC00410235        5711S
USC00410246        3358S
USC00410248        1474R
USC00410257        5647S
USC00410262        4207R
USC00410268        2606R
USC00410271        3211S
USC00410297        3606R
USC00410305        4101R
USC00410313        3072R
USC00410337        3960S
USC00410345        2840Q
USC00410394        2377S
USC00410404        4294S
USC00410408        4884R
USC00410431        3489Q
USC00410433        3621Q
USC00410443        5261Q
USC00410482        1525R
USC00410493        2404S
USC00410498        1354R
USC00410509        3169R
USC00410518        3874S
USC00410560        2309R
USC00410569        4889R
USC00410586        5992S
USC00410611        6042S
USC00410613        5806S
USC00410639        3197R
USC00410655        4175R
USC00410660        3309R
USC00410691        3550S
USC00410708        2482R
USC00410738        3309S
USC00410764        1372R
USC00410779        1929R
USC00410781        2070Q
USC00410787        2237R
USC00410805        3293Q
USC00410832        3487S
USC00410902        3810S
USC00410923        4613R
USC00410926        3756Q
USC00410944        2139S
USC00410950         991R
USC00410958        2285S
USC00410984        3506R
USC00410991        5062R
USC00411000        1916S
USC00411013        2356R
USC00411017        2760S
USC00411026        3903R
USC00411033        1747R
USC00411035        3219S
USC00411042        2998R
USC00411045        3970S
USC00411048        4514S
USC00411063        3471R
USC00411089        5189S
USC00411128        1958S
USC00411138        3043R
USC00411215        3442S
USC00411230        3139Q
USC00411236        3099Q
USC00411239        2982S
USC00411246        3696R
USC00411250        3294S
USC00411253        3325Q
USC00411267        2114Q
USC00411314        3950S
USC00411337        2625S
